change_in_market_value,position,foot,height_in_cm,age,minutes_played,goals,assists,penalty_attempts,yellow_cards,shots,shots_on_target_pct,goals_per_shot,passes,completed_passes_pct,assisted_shots,goal_creating_action,tackles_won_pct,tackles_interceptions,clearances,mistakes_leading_to_opp_shot,dribbles_success,ball_control_failed_attempt,ball_control_lost_after_tackle,fouls,fouled,offside,penalties_won,aerial_success_pct
1500000,Midfield,Left,184,24,2409,6,3,0,6,39,0.256410256410256,0.153846153846154,920,0.675,34,7,0.6071428571428571,52,34,0,10,39,34,18,28,7,0,0.2903225806451613
0,Midfield,Right,175,21,104,0,0,0,1,1,0,0,36,0.5833333333333334,1,0,0,3,1,0,0,2,0,1,0,0,0,0
-1000000,Attack,Right,171,22,910,3,1,0,3,17,0.352941176470588,0.176470588235294,312,0.7628205128205128,10,2,0.6,15,6,0,11,21,9,14,14,4,0,0.25
-5000000,Midfield,Right,179,23,1615,0,3,0,4,13,0.153846153846154,0,1310,0.8595419847328244,27,5,0.5945945945945946,72,14,1,26,23,15,23,24,0,0,0.38095238095238093
5000000,Defender,Right,187,24,1819,1,0,0,2,10,0.3,0.1,1423,0.8742094167252283,7,0,0.6296296296296297,55,80,1,4,8,4,18,15,0,0,0.6288659793814433
900000,Defender,Left,171,22,728,1,0,0,3,2,1,0.5,362,0.7624309392265194,3,1,0.46153846153846156,23,21,0,3,6,4,14,5,1,0,0.42105263157894735
-2000000,Attack,Left,179,21,1378,3,2,0,2,16,0.4375,0.1875,556,0.75,16,8,0.5,35,4,0,17,43,36,35,26,2,0,0.3611111111111111
-600000,Midfield,Left,177,22,522,0,0,0,1,4,0,0,195,0.7846153846153846,2,1,0.875,13,7,0,6,14,11,12,4,0,0,1
5500000,Defender,Right,188,19,1477,1,0,0,0,9,0.222222222222222,0.111111111111111,1117,0.8782452999104745,3,0,0.6521739130434783,37,32,0,3,11,3,12,9,0,0,0.3902439024390244
4000000,Defender,Right,185,20,557,0,0,0,2,5,0,0,361,0.9168975069252078,0,0,0.5555555555555556,12,21,0,0,2,0,5,5,0,0,0.6296296296296297
300000,Midfield,Right,166,24,2242,1,0,0,6,11,0.454545454545455,0.0909090909090909,1018,0.8300589390962672,9,1,0.5875,130,29,3,10,25,23,36,17,0,0,0.16666666666666666
0,Midfield,Right,188,25,2055,0,0,0,4,17,0.235294117647059,0,1165,0.8815450643776824,9,0,0.46,84,23,0,24,40,16,31,26,1,0,0.48148148148148145
10000000,Attack,Right,180,20,2369,6,3,0,6,61,0.344262295081967,0.0983606557377049,951,0.7350157728706624,34,11,0.7045454545454546,68,24,0,35,91,36,70,53,1,2,0.3732394366197183
-1000000,Defender,Right,182,23,1388,0,0,0,2,10,0.3,0,526,0.7243346007604563,12,1,0.5172413793103449,45,41,0,7,19,10,27,11,3,0,0.4375
-2000000,Attack,Right,178,22,378,0,0,0,0,6,0.333333333333333,0,126,0.6428571428571429,5,0,0.6666666666666666,11,1,0,5,8,4,5,12,1,0,0.3333333333333333
-3500000,Defender,Right,186,21,272,0,0,0,2,1,0,0,185,0.8432432432432433,2,0,0.6,8,12,0,4,2,0,6,1,0,0,0.7142857142857143
20000000,Attack,Right,180,24,3328,14,5,2,4,95,0.452631578947368,0.147368421052632,843,0.7022538552787663,45,14,0.5862068965517241,36,24,0,40,116,85,47,49,31,0,0.4689655172413793
-6000000,Attack,Left,175,22,2177,4,5,1,0,46,0.239130434782609,0.0869565217391304,760,0.8,24,10,0.6666666666666666,25,9,0,53,61,56,13,23,6,0,0.2982456140350877
4000000,Midfield,Right,178,22,3290,3,2,0,4,23,0.391304347826087,0.130434782608696,1669,0.8520071899340923,24,3,0.6767676767676768,177,51,0,31,42,21,48,41,0,0,0.6081081081081081
-1500000,Attack,Right,185,22,1294,2,1,0,3,22,0.454545454545455,0.0909090909090909,364,0.7554945054945055,15,4,0.6296296296296297,31,11,0,38,44,22,14,13,7,1,0.38095238095238093
500000,Attack,Left,170,22,1771,4,4,0,1,44,0.295454545454545,0.0909090909090909,513,0.7446393762183235,23,8,0.5714285714285714,23,10,0,29,50,23,12,60,3,0,0.22580645161290322
-1000000,Midfield,Left,177,26,749,0,0,0,3,2,0.5,0,286,0.8391608391608392,2,0,0.6363636363636364,39,9,1,4,8,2,8,10,0,0,0.42857142857142855
5000000,Defender,Right,189,20,2220,1,1,0,4,19,0.315789473684211,0.0526315789473684,1739,0.9223691776883266,9,5,0.5135135135135135,68,64,0,6,11,3,40,23,2,0,0.651685393258427
-500000,Attack,Right,184,22,1082,1,2,0,1,16,0.375,0.0625,612,0.8366013071895425,18,3,0.5714285714285714,11,6,0,45,34,40,7,22,2,1,0.2857142857142857
18000000,Midfield,Right,181,23,3154,3,4,0,5,17,0.352941176470588,0.176470588235294,2821,0.912796880538816,49,9,0.6136363636363636,82,29,2,58,35,25,25,44,4,0,0.5652173913043478
850000,Defender,Right,193,26,1779,2,0,0,3,8,0.5,0.25,776,0.8208762886597938,0,0,0.65,31,71,0,2,6,0,19,15,2,0,0.4533333333333333
18000000,Defender,Right,176,22,2858,6,7,0,1,35,0.342857142857143,0.17142857142857101,1575,0.7352380952380952,44,15,0.6111111111111112,97,39,1,39,64,39,34,44,10,0,0.25757575757575757
-6500000,Attack,Right,183,25,1630,7,1,1,4,40,0.45,0.175,396,0.7121212121212122,10,3,0.4444444444444444,15,14,0,6,46,21,44,21,19,0,0.45614035087719296
0,Defender,Right,191,24,1132,0,0,0,1,9,0.111111111111111,0,773,0.8589909443725744,4,2,0.5925925925925926,54,34,2,4,5,0,17,8,0,0,0.5606060606060606
-5000000,Defender,Right,185,27,2788,1,0,0,11,15,0.333333333333333,0.0666666666666667,1887,0.895601483836778,8,1,0.5909090909090909,53,114,1,8,8,1,48,19,0,0,0.5979381443298969
-4500000,Attack,Both,175,21,668,1,0,0,1,12,0.5,0.0833333333333333,211,0.6966824644549763,2,2,0.42857142857142855,13,5,1,16,11,5,6,9,1,0,0.2222222222222222
4200000,Midfield,Right,178,23,2862,3,1,0,4,27,0.222222222222222,0.111111111111111,1297,0.8311488049344642,7,3,0.5833333333333334,97,25,0,29,35,33,33,53,1,0,0.42424242424242425
-6000000,Attack,Both,172,21,832,3,1,0,2,19,0.368421052631579,0.157894736842105,260,0.6807692307692308,12,3,0.5,7,3,0,22,23,14,15,14,7,0,0.2857142857142857
-250000,Midfield,Right,180,23,413,1,0,0,3,7,0.428571428571429,0.142857142857143,191,0.6963350785340314,1,0,0.6666666666666666,15,6,0,5,9,3,6,4,0,0,0.5
3000000,Defender,Right,174,26,2613,2,5,0,2,24,0.25,0.0833333333333333,1153,0.8013876843018214,28,10,0.5833333333333334,42,28,0,31,41,22,26,53,2,0,0.41935483870967744
14800000,Defender,Right,184,21,1901,2,2,0,4,12,0.5,0.166666666666667,1683,0.9180035650623886,8,4,0.6346153846153846,72,48,2,8,9,7,20,16,1,0,0.3888888888888889
-7000000,Midfield,Right,169,20,292,1,0,0,1,4,0.5,0.25,349,0.9111747851002865,5,3,0.6,6,0,0,6,7,0,2,10,0,0,0.25
2000000,Defender,Right,188,21,2715,2,0,0,4,16,0.25,0.125,1677,0.8145497912939773,8,5,0.6595744680851063,101,106,0,15,30,10,31,13,2,0,0.5870967741935483
-2000000,Attack,Right,194,22,1040,6,1,0,0,32,0.40625,0.1875,211,0.7061611374407583,9,2,0.7142857142857143,12,17,0,6,33,7,22,12,4,1,0.5757575757575758
8000000,Attack,Left,187,23,1645,2,2,0,2,22,0.454545454545455,0.0909090909090909,951,0.8286014721345951,27,9,0.5,31,7,1,15,35,19,24,23,1,0,0.45454545454545453
5000000,Midfield,Right,185,21,1702,5,2,0,5,29,0.482758620689655,0.172413793103448,785,0.8394904458598726,27,4,0.5588235294117647,62,26,0,19,38,22,44,7,4,0,0.5087719298245614
6000000,Midfield,Right,175,21,1850,1,1,0,3,7,0.571428571428571,0.142857142857143,1375,0.8530909090909091,14,3,0.6857142857142857,64,30,0,15,37,14,29,29,2,0,0.6176470588235294
12500000,Attack,Both,183,23,1661,8,3,1,5,46,0.41304347826087,0.173913043478261,485,0.6927835051546392,15,8,0.7777777777777778,29,8,0,16,43,16,49,56,12,2,0.4044943820224719
-2000000,Midfield,Right,172,25,1887,1,2,0,8,17,0.352941176470588,0.0588235294117647,1376,0.8619186046511628,12,7,0.6344086021505376,121,21,1,26,34,7,45,24,1,0,0.5319148936170213
-2000000,Midfield,Right,195,22,1120,1,1,1,4,9,0.111111111111111,0.111111111111111,464,0.8146551724137931,13,1,0.4375,20,18,0,20,24,13,14,4,2,0,0.5161290322580645
-3000000,Attack,Right,186,23,1983,4,2,1,3,43,0.441860465116279,0.0930232558139535,598,0.7140468227424749,17,7,0.6363636363636364,42,24,0,37,80,42,24,36,6,1,0.40703517587939697
2700000,Attack,Right,183,20,1373,2,0,0,0,29,0.344827586206897,0.0689655172413793,401,0.6982543640897756,14,6,0.48148148148148145,35,15,0,19,47,28,26,43,2,2,0.3333333333333333
550000,Midfield,Right,191,22,1270,0,0,0,6,7,0.142857142857143,0,579,0.7547495682210709,6,0,0.6842105263157895,56,22,1,7,14,8,36,25,0,0,0.6724137931034483
4500000,Defender,Right,192,22,2682,1,1,0,6,14,0.357142857142857,0.0714285714285714,1540,0.824025974025974,6,1,0.5517241379310345,124,160,3,8,11,2,21,24,0,0,0.5036496350364964
2600000,Attack,Right,183,24,2694,7,2,0,9,58,0.379310344827586,0.120689655172414,645,0.7612403100775194,14,4,0.6595744680851063,66,21,0,66,163,79,95,34,10,0,0.296551724137931
-10000000,Midfield,Right,190,23,1419,1,1,0,5,11,0.181818181818182,0.0909090909090909,647,0.8717156105100463,9,2,0.5,53,29,1,21,20,8,23,12,0,0,0.48148148148148145
4200000,Midfield,Left,190,23,2601,4,1,0,7,45,0.377777777777778,0.0888888888888889,1289,0.813033359193173,26,3,0.6666666666666666,65,42,1,23,46,22,42,31,2,0,0.45454545454545453
3700000,Defender,Right,185,23,2448,1,6,0,2,18,0.388888888888889,0.0555555555555556,1322,0.7723146747352496,26,14,0.7073170731707317,80,46,0,37,41,37,23,44,3,1,0.5394736842105263
9000000,Attack,Right,185,22,1498,5,6,0,7,42,0.452380952380952,0.119047619047619,258,0.5155038759689923,16,9,0.6,15,27,0,14,52,30,44,15,10,1,0.3114754098360656
22500000,Defender,Right,186,22,3191,0,0,0,5,10,0.1,0,1812,0.8228476821192053,8,4,0.5306122448979592,111,56,0,24,23,10,30,9,1,0,0.5
1000000,Defender,Right,187,25,1359,2,2,0,4,6,0.5,0.333333333333333,768,0.7669270833333334,8,3,0.5833333333333334,42,35,1,10,15,12,11,6,0,0,0.6
300000,Attack,Right,177,26,523,1,0,0,1,14,0.285714285714286,0.0714285714285714,182,0.7417582417582418,7,1,0.42857142857142855,9,3,0,15,32,9,9,13,0,0,0.5714285714285714
-6000000,Midfield,Left,184,23,177,0,0,0,1,3,0,0,125,0.88,1,0,1,4,1,0,2,3,2,6,2,0,0,0.25
2500000,Defender,Left,187,22,1828,1,4,0,7,7,0.285714285714286,0.142857142857143,997,0.7683049147442327,19,7,0.5588235294117647,46,52,3,35,18,24,24,25,0,0,0.6666666666666666
-700000,Attack,Right,172,25,969,2,0,0,2,15,0.333333333333333,0.133333333333333,380,0.7157894736842105,13,4,0.5161290322580645,36,3,0,23,34,18,17,31,3,2,0.2857142857142857
-9000000,Attack,Right,185,22,995,1,1,0,4,17,0.352941176470588,0.0588235294117647,326,0.7177914110429447,12,2,0.4444444444444444,14,4,0,16,50,24,25,32,5,0,0.40425531914893614
1775000,Defender,Right,191,28,1111,3,1,3,5,3,0.666666666666667,1,558,0.7473118279569892,2,1,0.8571428571428571,30,54,2,1,4,2,14,3,1,0,0.4411764705882353
150000,Defender,Left,165,26,1277,1,0,0,4,10,0.3,0.1,456,0.7171052631578947,7,0,0.6190476190476191,35,12,0,14,24,18,12,16,3,0,0.45454545454545453
-1000000,Defender,Right,177,22,905,1,0,0,4,3,0.666666666666667,0.333333333333333,492,0.7195121951219512,12,1,0.6923076923076923,25,36,0,9,15,5,19,18,1,0,0.6545454545454545
4000000,Defender,Right,186,23,2109,1,1,0,6,12,0.416666666666667,0.0833333333333333,1193,0.8281642917015927,6,1,0.5217391304347826,55,110,0,6,7,8,22,11,1,0,0.5865384615384616
5000000,Midfield,Left,189,24,2154,2,4,0,5,33,0.242424242424242,0.0606060606060606,1217,0.7460969597370584,29,8,0.5901639344262295,93,26,0,31,42,26,79,54,3,0,0.5369127516778524
9000000,Attack,Right,175,25,2409,8,4,0,4,50,0.34,0.16,964,0.6566390041493776,38,13,0.6326530612244898,67,28,0,37,58,41,50,49,19,1,0.36231884057971014
-1000000,Defender,Right,191,21,2083,1,1,0,3,18,0.277777777777778,0.0555555555555556,922,0.8156182212581344,1,1,0.6896551724137931,69,104,0,4,7,0,24,9,2,0,0.5794392523364486
375000,Defender,Left,180,21,1021,0,1,0,4,1,0,0,447,0.7181208053691275,4,1,0.5769230769230769,40,34,0,6,11,4,16,22,0,0,0.6470588235294118
125000,Defender,Left,189,26,90,0,0,0,0,0,0,0,45,0.6888888888888889,0,0,1,1,2,0,0,0,0,1,0,0,0,1
5000000,Defender,Left,184,22,2933,7,5,0,9,47,0.276595744680851,0.148936170212766,1891,0.807509254362771,42,15,0.6041666666666666,82,64,5,73,62,27,39,81,6,2,0.6666666666666666
1100000,Attack,Right,184,23,2019,2,5,0,5,19,0.157894736842105,0.105263157894737,734,0.7343324250681199,15,9,0.5483870967741935,44,28,0,45,51,34,28,34,5,0,0.42857142857142855
-4500000,Midfield,Right,180,25,513,0,0,0,1,7,0,0,282,0.75177304964539,5,0,0.5,18,9,0,5,9,6,10,9,1,0,0.4
-500000,Attack,Right,191,23,339,2,0,0,1,13,0.307692307692308,0.153846153846154,80,0.675,2,1,0.3333333333333333,3,2,0,3,22,15,14,8,9,0,0.38636363636363635
100000,Defender,Left,183,22,496,0,0,0,3,0,0,0,364,0.7664835164835165,4,0,0.5454545454545454,17,16,0,2,3,0,11,6,0,0,0.4444444444444444
1250000,Attack,Right,173,21,745,1,1,0,2,17,0.470588235294118,0.0588235294117647,142,0.6971830985915493,6,2,0.625,11,2,0,11,35,23,16,24,5,1,0.043478260869565216
1000000,Attack,Right,175,21,423,2,1,0,0,12,0.416666666666667,0.166666666666667,93,0.8172043010752689,8,1,0.3333333333333333,3,5,0,7,13,5,10,11,0,0,0.30434782608695654
3000000,Attack,Right,182,22,2030,9,0,0,3,30,0.566666666666667,0.3,494,0.7631578947368421,14,7,0.2777777777777778,32,6,0,35,73,38,31,33,3,1,0.21818181818181817
0,Midfield,Right,186,20,1216,8,0,1,1,22,0.545454545454545,0.363636363636364,335,0.7373134328358208,10,3,0.5,52,15,1,26,34,19,15,20,0,1,0.4634146341463415
-200000,Defender,Right,189,23,921,0,0,0,3,3,0,0,370,0.7945945945945946,4,0,0.6666666666666666,30,37,0,3,5,1,6,2,0,0,0.3939393939393939
2500000,Midfield,Right,177,23,2064,1,1,0,5,24,0.375,0.0416666666666667,877,0.7559863169897377,11,2,0.6,67,14,0,20,39,21,43,33,0,0,0.5531914893617021
1000000,Defender,Right,190,22,940,0,1,0,1,6,0.333333333333333,0,625,0.9392,4,1,0.75,33,40,0,2,3,2,11,1,2,0,0.6666666666666666
17000000,Attack,Right,178,23,1112,9,0,0,2,46,0.565217391304348,0.195652173913043,449,0.7149220489977728,12,4,0.5,17,3,0,21,39,20,25,20,1,0,0.27450980392156865
10000000,Defender,Right,173,23,2645,0,2,0,4,18,0.388888888888889,0,1669,0.7914919113241462,16,8,0.6385542168674698,121,66,2,46,37,49,33,42,7,1,0.2807017543859649
22000000,Attack,Right,175,22,2450,9,9,0,3,70,0.371428571428571,0.128571428571429,914,0.7603938730853391,50,17,0.5283018867924528,66,19,0,54,45,28,32,39,13,2,0.19444444444444445
3000000,Defender,Left,185,20,1652,1,2,0,4,10,0.3,0.1,952,0.7258403361344538,12,4,0.4074074074074074,56,58,1,4,18,8,24,21,1,0,0.375
1200000,Attack,Right,188,23,1269,1,1,0,2,25,0.24,0.04,262,0.6793893129770993,15,1,0.5,18,6,0,16,47,28,23,6,3,0,0.39473684210526316
-16000000,Defender,Right,187,24,1486,0,0,0,1,5,0,0,1027,0.8451801363193768,1,1,0.5,54,85,2,1,7,3,22,8,0,0,0.6049382716049383
-1000000,Midfield,Right,178,22,316,0,0,0,1,4,0.25,0,239,0.803347280334728,0,1,0.875,12,9,1,0,6,0,6,2,0,0,0.8571428571428571
-5000000,Attack,Left,173,23,281,0,2,0,0,9,0.111111111111111,0,130,0.7,6,2,0.25,6,0,0,15,8,9,1,3,2,0,0
-6000000,Defender,Right,176,25,476,0,0,0,2,4,0.25,0,238,0.5672268907563025,1,1,0.7142857142857143,25,15,1,5,11,5,6,6,0,0,0.47058823529411764
1400000,Midfield,Both,186,20,498,0,0,0,1,8,0.125,0,202,0.7673267326732673,3,0,0.6666666666666666,22,8,0,3,9,7,12,6,0,0,0.7
0,Defender,Right,185,22,404,0,0,0,2,0,0,0,270,0.8851851851851852,0,0,0.5384615384615384,16,18,0,0,2,1,6,2,0,0,0.5454545454545454
5500000,Attack,Left,180,22,1235,1,0,0,0,14,0.285714285714286,0.0714285714285714,360,0.7222222222222222,5,1,0.5428571428571428,51,9,0,25,52,38,11,35,4,0,0.4
-300000,Midfield,Right,185,24,307,0,0,0,0,0,0,0,135,0.837037037037037,0,0,0.6666666666666666,9,2,0,1,2,1,4,1,0,0,0.6666666666666666
1000000,Attack,Right,185,22,2029,8,1,0,2,55,0.327272727272727,0.145454545454545,487,0.6570841889117043,20,3,0.5,19,23,2,10,69,19,16,15,16,1,0.45098039215686275
-20000000,Attack,Right,178,21,2380,27,7,6,5,98,0.479591836734694,0.275510204081633,1024,0.7705078125,33,27,0.5,7,4,1,90,82,46,23,38,17,4,0.2631578947368421
14000000,Midfield,Right,185,26,2864,1,0,0,10,30,0.3,0.0333333333333333,1645,0.8376899696048632,11,1,0.5714285714285714,166,58,2,35,25,22,59,47,0,0,0.5436893203883495
7000000,Midfield,Right,185,21,1852,5,2,0,8,58,0.293103448275862,0.0862068965517241,653,0.7840735068912711,15,6,0.4473684210526316,68,25,1,21,24,18,46,44,0,0,0.5555555555555556
-2500000,Attack,Right,190,23,371,1,1,0,0,3,0.666666666666667,0.333333333333333,116,0.6982758620689655,7,2,1,6,3,0,1,13,6,3,6,0,0,0.29411764705882354
550000,Defender,Left,185,21,260,0,0,0,1,0,0,0,151,0.8543046357615894,1,0,0.6,7,13,0,0,4,0,3,4,0,0,0.5
-10000000,Attack,Left,183,25,1616,10,1,1,1,47,0.404255319148936,0.212765957446809,690,0.7521739130434782,11,8,0.75,32,19,0,27,56,23,11,26,4,0,0.5454545454545454
9000000,Defender,Right,184,22,2685,0,2,0,4,14,0.142857142857143,0,1329,0.8344620015048909,4,2,0.6,88,120,0,9,27,6,15,17,4,0,0.6404494382022472
100000,Midfield,Right,187,22,1637,1,1,0,3,5,0.2,0.2,764,0.7945026178010471,9,3,0.5833333333333334,40,12,2,15,17,11,30,34,0,0,0.475
10000000,Attack,Right,178,22,1892,6,6,0,2,55,0.472727272727273,0.109090909090909,1001,0.7602397602397603,71,16,0.6875,25,14,0,36,57,36,39,50,16,1,0.5
-300000,Midfield,Right,178,24,911,0,1,0,0,22,0.136363636363636,0,548,0.8047445255474452,17,3,0.6086956521739131,25,1,0,18,17,16,14,16,0,1,0.4
-13500000,Defender,Left,196,21,276,0,0,0,0,1,1,0,246,0.8617886178861789,1,0,1,8,13,0,0,1,2,0,1,0,0,0.6923076923076923
-1500000,Attack,Left,170,21,1239,0,0,0,2,18,0.222222222222222,0,604,0.7317880794701986,25,2,0.5625,20,5,1,17,45,30,8,25,0,0,0.2222222222222222
3500000,Midfield,Right,188,21,1919,0,1,0,3,8,0.375,0,1556,0.8676092544987146,13,5,0.6590909090909091,83,21,0,29,21,22,23,16,0,0,0.625
0,Defender,Right,186,21,2330,1,0,0,6,14,0.357142857142857,0.0714285714285714,2216,0.8813176895306859,8,2,0.8108108108108109,70,74,2,13,24,7,35,9,0,0,0.6271186440677966
-2300000,Attack,Left,185,20,386,0,1,0,1,9,0.111111111111111,0,132,0.6212121212121212,6,1,0.5454545454545454,16,1,0,10,16,9,13,14,0,0,0.14285714285714285
1900000,Defender,Right,184,23,2029,1,0,0,4,10,0.1,0.1,1361,0.8339456282145481,4,3,0.5526315789473685,68,70,0,18,12,10,21,15,0,0,0.4318181818181818
1600000,Attack,Right,189,23,1372,5,2,1,6,34,0.352941176470588,0.147058823529412,321,0.7102803738317757,12,5,0.46153846153846156,20,15,0,9,52,22,29,33,9,1,0.475
1300000,Defender,Left,178,24,1724,0,3,0,1,13,0.307692307692308,0,959,0.808133472367049,23,2,0.6176470588235294,73,30,0,15,32,17,15,18,0,0,0.5483870967741935
-2000000,Attack,Right,186,25,2465,9,3,1,2,54,0.37037037037037,0.166666666666667,597,0.6499162479061976,21,8,0.5833333333333334,25,17,0,16,92,44,26,27,15,0,0.4724770642201835
150000,Defender,Right,183,22,96,0,0,0,0,0,0,0,41,0.7560975609756098,0,0,0,2,6,0,0,2,0,1,0,0,0,0.6666666666666666
3500000,Defender,Right,188,20,1618,0,1,0,1,3,0.333333333333333,0,823,0.8529769137302552,2,1,0.7037037037037037,63,60,0,7,10,5,17,4,0,0,0.45714285714285713
1000000,Attack,Left,185,21,171,0,0,0,0,7,0.285714285714286,0,44,0.4772727272727273,1,1,0.6666666666666666,3,2,0,1,8,1,2,2,0,0,0.3333333333333333
4000000,Attack,Right,179,21,1612,6,3,0,2,38,0.342105263157895,0.157894736842105,551,0.7459165154264973,25,4,0.6666666666666666,36,27,0,36,47,34,27,30,10,0,0.4090909090909091
4000000,Defender,Left,178,22,1837,0,1,0,4,3,0.333333333333333,0,852,0.7476525821596244,14,2,0.5405405405405406,48,44,1,12,17,13,18,16,1,0,0.4
-5000000,Defender,Right,192,23,2079,1,0,0,4,11,0.363636363636364,0.0909090909090909,997,0.843530591775326,1,0,0.5,43,102,1,7,11,1,21,8,4,0,0.6521739130434783
-800000,Midfield,Left,183,24,255,0,0,0,0,6,0.166666666666667,0,151,0.7814569536423841,1,1,0.4,6,1,1,3,3,1,3,0,0,0,0.6666666666666666
800000,Defender,Right,192,21,2237,2,2,0,5,15,0.2,0.133333333333333,1221,0.8402948402948403,8,4,0.5777777777777777,114,56,0,38,25,9,20,25,0,0,0.5584415584415584
200000,Midfield,Both,182,21,605,1,0,0,2,14,0.357142857142857,0.0714285714285714,177,0.6779661016949152,3,0,0.6923076923076923,20,9,0,5,18,13,16,17,0,0,0.3333333333333333
800000,Defender,Right,184,21,487,0,0,0,2,2,0,0,239,0.8158995815899581,1,0,0.8,8,15,0,9,2,5,11,7,0,0,0.46153846153846156
34500000,Attack,Right,181,21,2890,6,5,1,2,81,0.308641975308642,0.0740740740740741,1900,0.8152631578947368,87,14,0.4666666666666667,106,14,0,43,56,41,50,44,4,2,0.3684210526315789
-4500000,Defender,Left,178,21,639,0,1,0,2,5,0,0,313,0.6964856230031949,8,1,0.6666666666666666,17,13,1,18,22,16,10,16,0,0,0.23529411764705882
-2500000,Midfield,Right,181,22,1412,0,1,0,2,15,0.333333333333333,0,591,0.7901861252115059,12,3,0.45161290322580644,50,14,2,4,17,6,22,21,0,0,0.36666666666666664
8000000,Attack,Right,179,24,2667,9,5,0,1,55,0.563636363636364,0.163636363636364,622,0.6929260450160771,37,7,0.64,29,19,1,28,88,44,30,55,19,0,0.2849462365591398
2000000,Attack,Right,168,20,1177,0,3,0,2,18,0.166666666666667,0,477,0.6876310272536688,15,8,0.7272727272727273,30,6,0,10,29,23,17,21,6,1,0.25
200000,Defender,Left,179,23,1538,0,0,0,4,8,0.375,0,931,0.7959183673469388,1,1,0.9285714285714286,59,66,1,3,7,4,17,32,0,0,0.484375
5500000,Midfield,Right,185,23,2512,1,1,0,8,9,0.444444444444444,0.111111111111111,1395,0.864516129032258,23,3,0.5,129,37,6,37,35,22,48,24,1,0,0.53125
2000000,Defender,Right,187,22,1677,3,1,0,5,21,0.333333333333333,0.142857142857143,1158,0.7728842832469776,11,4,0.6818181818181818,67,33,2,13,24,13,40,23,2,1,0.6352941176470588
-800000,Attack,Right,186,22,386,0,0,0,1,2,0.5,0,233,0.7467811158798283,8,1,0.45454545454545453,23,15,0,6,9,4,13,3,0,0,0.4666666666666667
2000000,Defender,Right,187,23,2287,1,0,0,9,5,0.6,0.2,1256,0.7651273885350318,8,0,0.6428571428571429,91,90,3,8,14,6,29,29,1,0,0.6610169491525424
-13000000,Midfield,Left,177,24,945,1,1,0,5,15,0.333333333333333,0.0666666666666667,604,0.7764900662251656,15,4,0.7857142857142857,35,5,0,8,21,14,19,20,0,0,0.4827586206896552
17500000,Attack,Right,192,20,2340,17,2,1,4,80,0.5,0.2125,451,0.7073170731707317,10,6,0.5555555555555556,12,7,0,38,54,28,26,33,22,3,0.3584905660377358
0,Defender,Left,175,22,1168,0,0,0,1,10,0.5,0,662,0.7794561933534743,17,2,0.4594594594594595,72,14,2,9,28,18,24,20,6,1,0.47619047619047616
3500000,Defender,Left,183,22,2162,0,0,0,4,10,0.4,0,1385,0.7032490974729242,29,2,0.6222222222222222,82,68,0,51,44,22,20,8,1,0,0.6666666666666666
50000,Defender,Right,185,25,1280,1,0,0,5,5,0.4,0.2,744,0.8870967741935484,1,0,0.6363636363636364,31,49,1,7,2,3,19,3,0,0,0.5961538461538461
250000,Defender,Right,178,26,1106,0,0,0,3,8,0.625,0,641,0.748829953198128,18,1,0.5555555555555556,30,20,0,12,17,9,14,13,0,0,0.47368421052631576
10000000,Attack,Left,181,23,2408,11,8,7,1,55,0.381818181818182,0.2,978,0.6881390593047034,51,16,0.5666666666666667,45,17,0,23,45,42,24,40,17,1,0.29508196721311475
28000000,Midfield,Right,179,24,2428,1,2,0,10,15,0.333333333333333,0.0666666666666667,1490,0.8201342281879195,35,2,0.5135135135135135,119,53,3,20,41,16,46,31,0,0,0.46875
1800000,Defender,Right,183,24,2932,1,3,0,5,26,0.192307692307692,0.0384615384615385,1204,0.5664451827242525,16,3,0.6,94,90,0,10,40,10,34,33,3,0,0.5707317073170731
10000000,Defender,Right,187,23,2747,0,1,0,5,18,0.0555555555555556,0,1707,0.8500292911540714,4,6,0.5882352941176471,70,87,1,5,9,9,41,18,2,2,0.6040609137055838
10000000,Midfield,Left,175,22,1326,0,2,0,4,12,0.0833333333333333,0,984,0.8648373983739838,5,7,0.46153846153846156,59,12,0,29,21,15,20,30,0,1,0.34375
0,Defender,Right,188,21,308,1,0,0,1,3,0.333333333333333,0.333333333333333,164,0.9207317073170732,1,0,0.5714285714285714,15,16,0,2,3,1,4,4,0,0,0.7272727272727273
1500000,Defender,Left,188,23,1299,0,0,0,2,6,0.333333333333333,0,916,0.7991266375545851,3,0,0.625,37,61,1,15,6,3,22,5,0,0,0.5245901639344263
400000,Attack,Right,184,24,1474,0,2,0,5,13,0.153846153846154,0,619,0.6801292407108239,16,4,0.5833333333333334,56,17,0,23,51,35,48,36,2,1,0.4567901234567901
-5000000,Defender,Right,186,24,1943,0,0,0,3,11,0.272727272727273,0,1676,0.8436754176610979,13,1,0.6136363636363636,92,31,1,3,18,3,18,22,0,0,0.6206896551724138
-300000,Attack,Left,172,24,652,0,5,0,2,16,0.3125,0,374,0.713903743315508,19,6,0.36666666666666664,33,4,1,19,28,12,12,13,2,0,0.4782608695652174
6000000,Midfield,Right,184,22,2214,3,1,0,3,38,0.368421052631579,0.0789473684210526,817,0.6915544675642595,13,4,0.5901639344262295,80,25,1,18,55,14,58,41,4,0,0.484375
